
0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,0,NEUTRAL,,0,0.1
1,1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,1,NEUTRAL,,1,0.1
2,2,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,2,NEUTRAL,,2,0.20000000000000004
3,3,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,3,UP,,3,0.20000000000000004
4,4,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,4,UP,,4,0.0
5,5,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,5,UP,,5,0.0
6,6,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,6,LEFT,,6,0.0
7,7,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,7,RIGHT,,7,0.1
8,8,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,8,LEFT,,8,0.1
9,9,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,9,LEFT,,9,0.1
10,10,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,UP,,10,0.1
11,11,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,LEFT,,11,0.1
12,12,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,RIGHT,,12,0.20000000000000004
13,13,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,UP,,13,0.20000000000000004
14,14,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14,RIGHT,,14,0.0
15,15,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,15,LEFT,,15,0.1
16,16,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,16,DOWN,,16,0.1
17,17,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,17,DOWN,,17,0.0
18,18,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,18,DOWN,,18,0.0
19,19,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,19,LEFT,,19,0.0
20,20,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,20,DOWN,,20,0.1
21,21,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,21,LEFT,,21,0.1
22,22,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,22,RIGHT,,22,0.1
23,23,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,23,UP,,23,0.1
24,24,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,24,RIGHT,,24,0.0
25,25,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,25,RIGHT,,25,0.0
26,26,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,26,RIGHT,,26,0.0
27,27,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,27,RIGHT,,27,0.0
28,28,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,28,LEFT,,28,0.2
29,29,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,29,UP,,29,0.2
30,30,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,30,UP,,30,0.0
31,31,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,31,LEFT,,31,0.0
32,32,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,32,UP,,32,0.0
33,33,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,33,DOWN,,33,0.0
34,34,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,34,DOWN,,34,0.0
35,35,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,35,UP,,35,0.0
36,36,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,36,RIGHT,,36,0.0
37,37,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,37,RIGHT,,37,0.0
38,38,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,38,LEFT,,38,0.0
39,39,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,39,LEFT,,39,0.0
40,40,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,40,RIGHT,,40,0.0
41,41,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,41,RIGHT,,41,0.0
42,42,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,42,DOWN,,42,0.0
43,43,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,43,DOWN,,43,0.0
44,44,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,44,DOWN,,44,0.30000000000000004
45,45,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,45,RIGHT,,45,0.30000000000000004
46,46,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,46,LEFT,,46,1.4000000000000001
47,47,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,47,DOWN,,47,1.4000000000000001
48,48,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,48,LEFT,,48,0.30000000000000004
49,49,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,49,DOWN,,49,0.30000000000000004
50,50,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,50,LEFT,,50,0.1
51,51,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,51,LEFT,,51,0.5
52,52,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,52,DOWN,,52,0.4
53,53,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,53,UP,,53,0.0
54,54,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,54,UP,,54,0.1
55,55,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,55,LEFT,,55,0.1
56,56,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,56,RIGHT,,56,0.0
57,57,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,57,LEFT,,57,0.1
58,58,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,58,UP,,58,0.1
59,59,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,59,UP,,59,0.0
60,60,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,60,LEFT,,60,0.0
61,61,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,61,UP,,61,0.0
62,62,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,62,RIGHT,,62,0.0
63,63,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,63,UP,,63,0.0
64,64,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,64,DOWN,,64,0.0
65,65,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,65,DOWN,,65,0.0
66,66,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,66,RIGHT,,66,0.0
67,67,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,67,RIGHT,,67,0.0
68,68,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,68,RIGHT,,68,0.0
69,69,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,69,RIGHT,,69,0.0
70,70,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,70,LEFT,,70,0.0
71,71,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,71,UP,,71,0.0
