
35,35,-1.0,-1.0,34.0,-1.0,78,-1.0,-1.0,151.0,-1.0,-1.0,-1.0,13.0,-1.0,,35,LEFT,,35,-0.4
36,36,-1.0,-1.0,34.0,-1.0,77,-1.0,-1.0,150.0,-1.0,-1.0,-1.0,14.0,-1.0,,36,UP,,36,-0.4
37,37,-1.0,104.0,-1.0,-1.0,56,-1.0,129.0,-1.0,-1.0,-1.0,106.0,-1.0,-1.0,,37,LEFT,,37,0.0
38,38,-1.0,104.0,-1.0,-1.0,55,-1.0,128.0,-1.0,-1.0,-1.0,105.0,-1.0,-1.0,,38,RIGHT,,38,0.0
39,39,-1.0,-1.0,-1.0,69.0,40,-1.0,-1.0,-1.0,113.0,-1.0,-1.0,-1.0,101.0,,39,LEFT,,39,0.0
40,40,-1.0,-1.0,-1.0,69.0,39,-1.0,-1.0,-1.0,112.0,-1.0,-1.0,-1.0,100.0,,40,UP,,40,0.0
41,41,-1.0,-1.0,-1.0,8.0,16,-1.0,-1.0,-1.0,89.0,-1.0,-1.0,-1.0,41.0,,41,RIGHT,,41,0.0
42,42,-1.0,-1.0,-1.0,7.0,15,-1.0,-1.0,-1.0,88.0,-1.0,-1.0,-1.0,40.0,,42,DOWN,,42,0.0
43,43,-1.0,-1.0,-1.0,60.0,0,-1.0,-1.0,-1.0,81.0,-1.0,-1.0,-1.0,33.0,,43,RIGHT,,43,0.0
44,44,-1.0,-1.0,-1.0,24.0,0,-1.0,-1.0,-1.0,69.0,-1.0,-1.0,-1.0,39.0,,44,UP,,44,0.0
45,45,-1.0,-1.0,-1.0,88.0,0,-1.0,-1.0,-1.0,65.0,-1.0,-1.0,-1.0,78.0,,45,DOWN,,45,0.0
46,46,-1.0,-1.0,-1.0,48.0,0,-1.0,-1.0,-1.0,57.0,-1.0,-1.0,-1.0,15.0,,46,UP,,46,0.0
47,47,-1.0,-1.0,-1.0,59.0,0,-1.0,-1.0,-1.0,52.0,-1.0,-1.0,-1.0,97.0,,47,DOWN,,47,0.0
48,48,-1.0,-1.0,-1.0,72.0,0,-1.0,-1.0,-1.0,45.0,-1.0,-1.0,-1.0,39.0,,48,RIGHT,,48,0.0
49,49,-1.0,-1.0,-1.0,32.0,0,-1.0,-1.0,-1.0,41.0,-1.0,-1.0,-1.0,71.0,,49,DOWN,,49,0.0
50,50,-1.0,-1.0,-1.0,77.0,0,-1.0,-1.0,-1.0,41.0,-1.0,-1.0,-1.0,65.0,,50,LEFT,,50,0.0
51,51,-1.0,-1.0,-1.0,37.0,0,-1.0,-1.0,-1.0,40.0,-1.0,-1.0,-1.0,108.0,,51,RIGHT,,51,0.0
52,52,93.0,-1.0,-1.0,-1.0,0,77.0,-1.0,-1.0,-1.0,41.0,-1.0,-1.0,-1.0,,52,LEFT,,52,0.0
53,53,69.0,-1.0,-1.0,-1.0,0,76.0,-1.0,-1.0,-1.0,108.0,-1.0,-1.0,-1.0,,53,DOWN,,53,-0.1
54,54,72.0,-1.0,-1.0,-1.0,0,68.0,-1.0,-1.0,-1.0,89.0,-1.0,-1.0,-1.0,,54,RIGHT,,54,0.0
55,55,-1.0,-1.0,-1.0,101.0,0,-1.0,-1.0,-1.0,53.0,-1.0,-1.0,-1.0,55.0,,55,RIGHT,,55,0.0
56,56,-1.0,-1.0,-1.0,72.0,0,-1.0,-1.0,-1.0,52.0,-1.0,-1.0,-1.0,121.0,,56,UP,,56,0.0
57,57,29.0,29.0,-1.0,-1.0,0,72.0,48.0,-1.0,-1.0,84.0,84.0,-1.0,-1.0,,57,LEFT,,57,-0.1
58,58,-1.0,69.0,-1.0,-1.0,0,-1.0,37.0,-1.0,-1.0,-1.0,89.0,-1.0,-1.0,,58,UP,,58,-0.1
59,59,-1.0,-1.0,-1.0,5.0,0,-1.0,-1.0,-1.0,41.0,-1.0,-1.0,-1.0,111.0,,59,UP,,59,0.0
60,60,-1.0,-1.0,-1.0,59.0,0,-1.0,-1.0,-1.0,36.0,-1.0,-1.0,-1.0,116.0,,60,DOWN,,60,-0.1
61,61,-1.0,-1.0,-1.0,91.0,0,-1.0,-1.0,-1.0,33.0,-1.0,-1.0,-1.0,55.0,,61,UP,,61,-0.1
62,62,-1.0,80.0,-1.0,-1.0,0,-1.0,16.0,-1.0,-1.0,-1.0,172.0,-1.0,-1.0,,62,DOWN,,62,-0.1
63,63,-1.0,48.0,-1.0,-1.0,0,-1.0,9.0,-1.0,-1.0,-1.0,81.0,-1.0,-1.0,,63,RIGHT,,63,-0.1
64,64,-1.0,-1.0,48.0,-1.0,186,-1.0,-1.0,108.0,-1.0,-1.0,-1.0,107.0,-1.0,,64,DOWN,,64,0.0
65,65,-1.0,-1.0,48.0,-1.0,185,-1.0,-1.0,107.0,-1.0,-1.0,-1.0,106.0,-1.0,,65,RIGHT,,65,0.0
66,66,-1.0,-1.0,72.0,-1.0,172,-1.0,-1.0,94.0,-1.0,-1.0,-1.0,110.0,-1.0,,66,RIGHT,,66,-0.4
67,67,-1.0,-1.0,72.0,-1.0,171,-1.0,-1.0,93.0,-1.0,-1.0,-1.0,109.0,-1.0,,67,LEFT,,67,-0.4
68,68,-1.0,-1.0,80.0,-1.0,148,-1.0,-1.0,142.0,-1.0,-1.0,-1.0,128.0,-1.0,,68,LEFT,,68,0.0
69,69,-1.0,-1.0,80.0,-1.0,147,-1.0,-1.0,141.0,-1.0,-1.0,-1.0,129.0,-1.0,,69,DOWN,,69,0.0
70,70,-1.0,-1.0,5.0,-1.0,132,-1.0,-1.0,126.0,-1.0,-1.0,-1.0,45.0,-1.0,,70,DOWN,,70,0.0
71,71,-1.0,-1.0,5.0,-1.0,131,-1.0,-1.0,125.0,-1.0,-1.0,-1.0,44.0,-1.0,,71,RIGHT,,71,0.0
72,72,-1.0,-1.0,5.0,-1.0,122,-1.0,-1.0,116.0,-1.0,-1.0,-1.0,35.0,-1.0,,72,LEFT,,72,0.0
73,73,-1.0,-1.0,5.0,-1.0,121,-1.0,-1.0,115.0,-1.0,-1.0,-1.0,34.0,-1.0,,73,LEFT,,73,0.0
74,74,-1.0,-1.0,45.0,-1.0,116,-1.0,-1.0,110.0,-1.0,-1.0,-1.0,26.0,-1.0,,74,DOWN,,74,0.0
75,75,-1.0,85.0,45.0,-1.0,115,-1.0,109.0,109.0,-1.0,-1.0,97.0,25.0,-1.0,,75,LEFT,,75,0.0
76,76,-1.0,-1.0,19.0,-1.0,108,-1.0,-1.0,182.0,-1.0,-1.0,-1.0,87.0,-1.0,,76,RIGHT,,76,0.0
77,77,-1.0,-1.0,19.0,-1.0,107,-1.0,-1.0,181.0,-1.0,-1.0,-1.0,88.0,-1.0,,77,LEFT,,77,0.0
78,78,-1.0,29.0,-1.0,-1.0,98,-1.0,188.0,-1.0,-1.0,-1.0,25.0,-1.0,-1.0,,78,RIGHT,,78,-0.8
79,79,-1.0,29.0,-1.0,-1.0,97,-1.0,187.0,-1.0,-1.0,-1.0,26.0,-1.0,-1.0,,79,LEFT,,79,-0.8
80,80,-1.0,-1.0,48.0,-1.0,0,-1.0,-1.0,133.0,-1.0,-1.0,-1.0,85.0,-1.0,,80,DOWN,,80,0.0
81,81,66.0,-1.0,-1.0,-1.0,0,145.0,-1.0,-1.0,-1.0,109.0,-1.0,-1.0,-1.0,,81,UP,,81,0.0
82,82,69.0,-1.0,-1.0,-1.0,74,164.0,-1.0,-1.0,-1.0,83.0,-1.0,-1.0,-1.0,,82,UP,,82,0.0
83,83,70.0,-1.0,-1.0,-1.0,73,163.0,-1.0,-1.0,-1.0,82.0,-1.0,-1.0,-1.0,,83,LEFT,,83,0.0
84,84,56.0,-1.0,-1.0,-1.0,66,156.0,-1.0,-1.0,-1.0,47.0,-1.0,-1.0,-1.0,,84,DOWN,,84,0.0
85,85,56.0,-1.0,-1.0,-1.0,65,155.0,-1.0,-1.0,-1.0,46.0,-1.0,-1.0,-1.0,,85,LEFT,,85,0.0
86,86,-1.0,-1.0,-1.0,55.0,0,-1.0,-1.0,-1.0,145.0,-1.0,-1.0,-1.0,96.0,,86,UP,,86,0.0
87,87,-1.0,-1.0,-1.0,56.0,50,-1.0,-1.0,-1.0,140.0,-1.0,-1.0,-1.0,39.0,,87,DOWN,,87,0.0
88,88,-1.0,-1.0,-1.0,56.0,49,-1.0,-1.0,-1.0,139.0,-1.0,-1.0,-1.0,38.0,,88,UP,,88,0.0
89,89,-1.0,41.0,-1.0,-1.0,0,-1.0,133.0,-1.0,-1.0,-1.0,80.0,-1.0,-1.0,,89,RIGHT,,89,-1.6
